	artist_name	track_name	id	danceability	energy	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo
2434	Armin van Buuren	Let's Rave, Make Love	6mylgnvuGYjcakF6ur4uHC	0.624	0.972	-5.485	0	0.0415	0.396	0.171	0.436	125.999
2435	Loud Luxury	Wasted	5Q2lulGI9ZQbwf18skmtqw	0.66	0.839	-4.99	1	0.0497	0.000251	0.091	0.618	119.022
2436	Zeds Dead	Think Of You	1zqWDQbUlHWxjsXKe7KAr4	0.615	0.89	-4.182	1	0.059	0.647	0.161	0.314	140.017
2437	Moksi	Slow Burn	1AfA0K7BLxceH7PjzcZdZc	0.633	0.651	-6.814	0	0.0574	0.00358	0.141	0.202	119.978
2438	The Chainsmokers	Family	3TKpJrY9q49Mj1JOsM9zGL	0.584	0.607	-6.605	1	0.0356	0.0	0.101	0.374	117.817
2439	Lost Kings	Mountains	7hauyzTQ4EQcksL390cTPU	0.637	0.78	-7.547	1	0.049	0.00186	0.517	0.478	94.029
2440	Joel Corry	What Would You Do? (R&B Remix)	5caYUeSUoPB6nEcuOjVyXm	0.677	0.616	-5.957	0	0.0472	0.0	0.107	0.214	119.932
2441	Cheat Codes	Sex	4CGGIk81BvfCZiscwFP6t0	0.51	0.692	-5.825	1	0.171	0.0	0.138	0.209	102.42
2442	Avicii	Silhouettes - Original Radio Edit	06h3McKzmxS8Bx58USHiMq	0.605	0.8	-6.235	0	0.0545	0.0562	0.121	0.836	128.074
2443	LSDREAM	PEACE LOVE & WUBZ	776eASGwFLhvAUYmWZvwrL	0.659	0.802	-3.597	0	0.0518	0.00308	0.101	0.371	90.01
2444	KUURO	Can We Be Free	4JHfB0tPjE38N5KTSaX39I	0.621	0.863	-3.389	0	0.0913	0.0	0.123	0.442	95.029
2445	Jonas Blue	What I Like About You (feat. Theresa Rex)	4NSW0Km5ZG60L8FthUebPJ	0.46	0.8	-3.584	1	0.05	6.16e-06	0.121	0.553	102.46
2446	The Knocks	Classic (feat. POWERS)	42TrdbXsmLybxUGJczYbrJ	0.631	0.94	-3.52	1	0.049	0.000805	0.324	0.552	101.961
2447	The Knocks	Bedroom Eyes (feat. Studio Killers)	4XP2xY8tUYed1cceuh24Q8	0.651	0.786	-3.725	1	0.0761	6.99e-05	0.179	0.414	109.019
2448	ZHU	I Admit It (feat. 24kGoldn)	5QUbOFOkbDlt4ZY7bdL4Am	0.746	0.576	-4.796	0	0.0345	0.0811	0.0959	0.0769	123.036
2449	Alesso	Leave A Little Love	5pmbZWt1lYVMvZ12MSdtqF	0.671	0.855	-4.254	0	0.0375	0.0	0.131	0.329	117.98
2450	Snakehips	Don't Leave - Throttle Remix	2kURE6wOW7HoWaTIOa2NDF	0.71	0.838	-3.067	1	0.11	0.000417	0.297	0.394	122.993
2451	Jacob Tillberg	Ghosts	1Rpj9CZE7cGSXUCfiBf0eA	0.719	0.809	-4.679	1	0.182	0.0	0.081	0.238	125.072
2452	Avicii	Addicted To You	4eDYMhIin1pSLIG96f1aD0	0.569	0.785	-4.057	0	0.0457	1.12e-06	0.086	0.303	128.031
2453	Joel Corry	What Would You Do? (feat. Bryson Tiller) - Alle Farben Remix	0RdugZfyFmcTf1b0dnQL8W	0.736	0.791	-5.322	1	0.0536	0.00746	0.096	0.49	126.041
2454	Ilkay Sencan	Rockstar	4OgwXdylh75fHfwUzJTUqg	0.771	0.826	-3.978	1	0.0604	0.03	0.145	0.185	100.012
2455	Mako	I Won't Let You Walk Away (feat. Madison Beer) - Lost Kings Remix	05KeRMxuutPAe5JOVlzZi3	0.601	0.819	-6.13	1	0.0314	0.00146	0.115	0.297	127.998
2456	Gaullin	Seven Nation Army	4SCbD68sf3dBfaE2X8uDSP	0.822	0.89	-2.757	1	0.112	0.00206	0.106	0.218	122.989
2457	Porter Robinson	Something Comforting	5g7bsxCqNaucnXpexUoHg8	0.474	0.558	-9.688	1	0.0298	3.79e-06	0.0806	0.291	143.992
2458	Louis The Child	Hole In My Heart (with Livingston)	4nRwznPhpULuqcqRw9KAUd	0.813	0.702	-5.313	0	0.103	0.0	0.211	0.65	124.06
2459	ILLENIUM	Crashing (feat. Bahari)	17Efhyf4A96n0EFXKeB7Ya	0.582	0.681	-6.138	1	0.0458	0.0	0.186	0.273	95.995
2460	Clean Bandit	Everything But You (feat. A7S) - VIP Remix	75frynwwKE2JUYstTOyRQD	0.714	0.707	-5.631	1	0.0418	2.05e-05	0.066	0.521	124.967
2461	San Holo	you’ve changed, i’ve changed	5GQpKsz2Gn2PwbPIwHlRqv	0.416	0.623	-7.898	1	0.045	0.00225	0.27	0.194	130.175
2462	VINAI	Up All Night (feat. Afrojack)	5k1uIPpsHmnbWFr4nbpdYb	0.637	0.868	-4.921	0	0.0555	2.12e-05	0.288	0.444	100.048
2463	CID	Where I Want 2 B	0YEgVqBmj14YWgv7w32Qm4	0.769	0.885	-4.547	0	0.0542	0.463	0.0796	0.824	126.017
2464	Bebe Rexha	I Got You	2jB9QaPJyVdz2Q0Va8rrnU	0.606	0.887	-4.782	0	0.052	3.47e-06	0.0958	0.349	97.972
2465	Flume	Sleepless	0XzyXP0E9jsoOwu5Rd7hTV	0.53	0.688	-7.482	0	0.169	4.91e-05	0.0886	0.389	175.13
2466	Pretty Lights	Finally Moving	3WS7spXVlbeC5kjePmHMQW	0.735	0.555	-8.84	0	0.0366	0.856	0.0952	0.523	100.01
2467	Porter Robinson	Divinity	18cCBvygH6yEFDY0cYN3wT	0.496	0.55	-5.418	1	0.034	0.0122	0.0814	0.144	90.036
2468	Arctic Monkeys	505	58ge6dfP91o9oXMzq3XkIS	0.52	0.852	-5.866	1	0.0543	5.79e-05	0.0733	0.234	140.267
2469	Imagine Dragons	Enemy (with JID) - from the series Arcane League of Legends	1r9xUipOqoNwggBpENDsvJ	0.728	0.783	-4.424	0	0.266	0.0	0.434	0.555	77.011
2470	Nirvana	Something In The Way	1nFtiJxYdhtFfFtfXBv06s	0.427	0.201	-13.044	1	0.0317	0.263	0.109	0.0668	105.218
2471	Fleetwood Mac	Dreams - 2004 Remaster	0ofHAoxe9vBkTCp2UQIavz	0.828	0.492	-9.744	1	0.0276	0.00428	0.128	0.789	120.151
2472	Cage The Elephant	Cigarette Daydreams	2tznHmp70DxMyr2XhWLOW0	0.636	0.676	-3.442	1	0.0263	0.0	0.0831	0.273	113.98
2473	Imagine Dragons	Bones	0HqZX76SFLDz2aW8aiqi7G	0.773	0.742	-3.678	0	0.046	0.0	0.0754	0.571	114.071
2474	Vundabar	Alien Blues	11iIikXxC6NP0Ma8vMD27x	0.467	0.757	-5.093	1	0.033	0.908	0.0876	0.433	82.282
2475	Nirvana	Smells Like Teen Spirit	5ghIJDpPoe3CfHMGu71E6T	0.502	0.912	-4.556	1	0.0564	0.000173	0.106	0.72	116.761
2476	Foo Fighters	Everlong	5UWwZ5lm5PKu6eKsHAGxOk	0.413	0.881	-5.541	0	0.0367	0.000308	0.0805	0.364	158.066
2477	Arctic Monkeys	Why'd You Only Call Me When You're High?	086myS9r57YsLbJpU0TgK9	0.691	0.631	-6.478	1	0.0368	1.13e-05	0.104	0.8	92.004
2478	The White Stripes	Seven Nation Army	3dPQuX8Gs42Y7b454ybpMR	0.743	0.446	-7.807	0	0.0683	0.118	0.337	0.278	123.596
2479	Joy Again	Looking Out for You	3jfZ9M23l0L7RxzYMTgBTv	0.682	0.9	-5.028	1	0.0874	0.063	0.0685	0.937	100.721
2480	Imagine Dragons	Believer	0pqnGHJpmpxLKifKRmU6WP	0.776	0.78	-4.374	0	0.128	0.0	0.081	0.666	124.949
2481	Eagles	Hotel California - 2013 Remaster	40riOy7x9W7GXjyGp4pjAv	0.579	0.508	-9.484	1	0.027	0.000494	0.0575	0.609	147.125
2482	The Killers	Mr. Brightside	7oK9VyNzrYvRFo7nQEYkWN	0.356	0.924	-3.74	1	0.0808	0.0	0.0953	0.232	148.017
2483	Elle King	Drunk (And I Don't Wanna Go Home)	0QULNNd9z5s35entfiiXoa	0.612	0.884	-4.4	1	0.0459	0.0	0.0997	0.626	119.991
2484	Journey	Don't Stop Believin'	4bHsxqR3GMrXTxEPLuK5ue	0.5	0.748	-9.072	1	0.0363	0.0	0.447	0.514	118.852
2485	Fall Out Boy	Sugar, We're Goin Down	2TfSHkHiFO4gRztVIkggkE	0.494	0.842	-4.784	1	0.0843	0.0	0.122	0.574	162.011
2486	Creedence Clearwater Revival	Fortunate Son	4BP3uh0hFLFRb5cjsgLqDh	0.64	0.663	-7.516	1	0.0374	0.00806	0.152	0.663	132.77
2487	Fleetwood Mac	The Chain - 2004 Remaster	5e9TFTbltYBg2xThimr0rU	0.545	0.67	-8.81	1	0.0496	0.000822	0.0451	0.481	151.553
2488	Van Morrison	Brown Eyed Girl	3yrSvpt2l1xhsV9Em88Pul	0.491	0.583	-10.964	1	0.0376	0.0	0.406	0.908	150.566
2489	Panic! At The Disco	House of Memories	2DgdHcjWmO3qd50RzuBLgZ	0.506	0.817	-5.051	0	0.0335	0.0	0.0486	0.506	109.952
2490	The Backseat Lovers	Kilby Girl	1170VohRSx6GwE6QDCHPPH	0.329	0.444	-9.973	1	0.0417	0.0352	0.113	0.225	162.279
2491	Twenty One Pilots	Stressed Out	3CRDbSIZ4r5MsZ0YwxuEkn	0.734	0.637	-5.677	0	0.141	2.29e-05	0.0602	0.648	169.977
2492	Lynyrd Skynyrd	Sweet Home Alabama	7e89621JPkKaeDSTQ3avtg	0.596	0.605	-12.145	1	0.0255	0.000331	0.0863	0.886	97.798
2493	MGMT	Little Dark Age	2Y0iGXY6m6immVb2ktbseM	0.705	0.712	-6.156	1	0.0385	0.000855	0.1	0.62	97.512
2494	Radiohead	Creep	70LcF31zb1H0PyJoS1Sx1r	0.515	0.43	-9.935	1	0.0372	0.000133	0.129	0.104	91.844
2495	AC/DC	Thunderstruck	57bgtoPSgt236HzfBOd8kj	0.502	0.89	-5.175	1	0.0364	0.0117	0.217	0.259	133.52
2496	Arctic Monkeys	Do I Wanna Know?	5FVd6KXrgO9B3JPmC8OPst	0.548	0.532	-7.596	1	0.0323	0.000263	0.217	0.405	85.03
2497	Billy Joel	Vienna	4U45aEWtQhrm8A5mxPaFZ7	0.532	0.495	-6.662	1	0.0343	0.0	0.0754	0.308	124.936
2498	The Beatles	Here Comes The Sun - Remastered 2009	6dGnYIeXmHdcikdzNNDMm2	0.557	0.54	-10.484	1	0.0347	0.00248	0.179	0.394	129.171
2499	AC/DC	Back In Black	08mG3Y1vljYA6bvDt4Wqkj	0.31	0.7	-5.678	1	0.047	0.00965	0.0828	0.763	188.386
2500	Electric Light Orchestra	Mr. Blue Sky	2RlgNHKcydI9sayD2Df2xp	0.388	0.338	-10.054	1	0.0329	3.73e-06	0.248	0.478	177.765
2501	Guns N' Roses	Sweet Child O' Mine	7snQQk1zcKl8gZ92AnueZW	0.446	0.952	-5.321	1	0.0523	0.0857	0.112	0.624	125.303
2502	Imagine Dragons	Thunder	1zB4vmk8tFRmM9UULNzbLB	0.605	0.822	-4.833	1	0.0438	0.134	0.147	0.288	167.997
2503	Zac Brown Band	Chicken Fried	0LQtEJt7x0s6knb6RKdRYc	0.566	0.713	-4.25	1	0.0418	0.0	0.114	0.805	169.861
2504	Panic! At The Disco	I Write Sins Not Tragedies	4bPQs0PHn4xbipzdPfn6du	0.569	0.83	-4.106	0	0.14	0.0	0.114	0.609	170.094
2505	TOTO	Africa	2374M0fQpWi3dLnB54qaLX	0.671	0.373	-18.064	1	0.0323	8.01e-05	0.0481	0.732	92.718
2506	Queen	Bohemian Rhapsody - Remastered 2011	7tFiyTwD0nx5a1eklYtX2J	0.392	0.402	-9.961	0	0.0536	0.0	0.243	0.228	143.883
2507	Cage The Elephant	Come a Little Closer	4sebUbjqbcgDSwG6PbSGI0	0.44	0.778	-1.786	0	0.0327	1.04e-06	0.151	0.304	148.038
2508	Metallica	Enter Sandman (Remastered)	3VqHuw0wFlIHcIPWkhIbdQ	0.566	0.834	-8.412	0	0.0298	0.008	0.0625	0.621	123.296
2509	Queen	Don't Stop Me Now - Remastered 2011	7hQJA50XrCWABAu5v6QZ4i	0.563	0.865	-5.277	1	0.16	0.000191	0.77	0.601	156.271
2510	Imagine Dragons	Demons	3LlAyCYU26dvFZBDUIMb7a	0.505	0.71	-3.015	1	0.0321	0.00025	0.329	0.428	89.938
2511	Eagles	Take It Easy - 2013 Remaster	4yugZvBYaoREkJKtbG08Qr	0.575	0.67	-10.39	1	0.0318	4.95e-06	0.129	0.74	139.191
2512	Elton John	Rocket Man (I Think It's Going To Be A Long, Long Time)	3gdewACMIVMEWVbyb8O9sY	0.601	0.532	-9.119	1	0.0286	6.25e-06	0.0925	0.341	136.571
2513	Fleetwood Mac	Landslide	5ihS6UUlyQAfmp48eSkxuQ	0.414	0.161	-22.32	0	0.0318	0.000223	0.117	0.423	159.375
2514	Boston	More Than a Feeling	1QEEqeFIZktqIpPI4jSVSF	0.377	0.681	-8.039	1	0.0298	0.0023	0.0504	0.285	108.789
2515	Kings of Leon	Sex on Fire	0ntQJM78wzOLVeCUAW7Y45	0.542	0.905	-5.653	1	0.054	0.0104	0.136	0.374	153.398
2516	Nirvana	Come As You Are	4P5KoWXOxwuobLmHXLMobV	0.5	0.824	-5.846	0	0.0388	0.00161	0.0916	0.539	120.125
2517	Red Hot Chili Peppers	Under the Bridge	3d9DChrdc6BOeFsbrZ3Is0	0.559	0.345	-13.496	1	0.0459	0.000105	0.141	0.458	84.581
2518	Walker Hayes	Fancy Like	58UKC45GPNTflCN6nwCUeF	0.647	0.765	-6.459	1	0.06	0.0	0.315	0.855	79.994
2519	Steve Miller Band	The Joker	1bp2IO61zbQrbWNmKKxg3f	0.596	0.448	-9.616	1	0.0396	5.3e-06	0.206	0.796	83.293
2520	Bon Jovi	Livin' On A Prayer	37ZJ0p5Jm13JPevGcx4SkF	0.532	0.887	-3.757	1	0.0335	0.000214	0.294	0.795	122.511
2521	AC/DC	Highway to Hell	2zYzyRzz6pRmhPzyfMEC8s	0.574	0.913	-4.793	0	0.133	0.00158	0.156	0.423	115.728
2522	AJR	Bang!	5FQPpxOXsvkMN6v18gtpwY	0.74	0.517	-6.233	0	0.0506	0.0	0.0558	0.698	139.917
2523	Dr. Dog	Where'd All the Time Go?	0UV5zxRMz6AO4ZwUOZNIKI	0.454	0.82	-4.193	1	0.0567	0.000969	0.115	0.575	166.303
2524	Fall Out Boy	Centuries	04aAxqtGp5pv12UXAg4pkq	0.393	0.858	-2.868	0	0.0729	0.0	0.102	0.56	176.042
2525	Creedence Clearwater Revival	Have You Ever Seen The Rain	5DnT9a5IM3eMjKgXTWVJvi	0.743	0.47	-13.154	1	0.029	3.15e-05	0.186	0.89	116.122
2526	Twenty One Pilots	Ride	2Z8WuEywRWYTKe1NybPQEW	0.645	0.713	-5.355	1	0.0393	0.0	0.113	0.566	74.989
2527	AC/DC	You Shook Me All Night Long	2SiXAy7TuUkycRVbbWDEpo	0.532	0.767	-5.509	1	0.0574	0.000513	0.39	0.755	127.361
2528	System Of A Down	Chop Suey!	2DlHlPMa4M17kufBvI2lEN	0.417	0.934	-3.908	0	0.119	0.0015	0.132	0.287	127.066
2529	MGMT	Electric Feel	3FtYbEfBqAlGO46NUDQSAt	0.763	0.803	-3.713	1	0.0351	0.285	0.348	0.561	103.04
2530	The Strokes	The Adults Are Talking	5ruzrDWcT0vuJIOMW7gMnW	0.593	0.749	-5.67	1	0.0475	0.106	0.314	0.649	164.959
2531	Arctic Monkeys	I Wanna Be Yours	5XeFesFbtLpXzIVDNQP22n	0.464	0.417	-9.345	0	0.0256	0.022	0.0974	0.479	67.528
2532	Elton John	Cold Heart - PNAU Remix	7rglLriMNBPAyuJOMGwi39	0.795	0.8	-6.32	1	0.0309	7.25e-05	0.0915	0.934	116.032
2533	Ozzy Osbourne	Crazy Train	7ACxUo21jtTHzy7ZEV56vU	0.454	0.913	-4.008	1	0.107	0.000271	0.248	0.521	137.688
2534	Cage The Elephant	Ain't No Rest for the Wicked	3Pzh926pXggbMe2ZpXyMV7	0.636	0.849	-7.075	1	0.106	0.0	0.372	0.917	156.036
2535	Imagine Dragons	Radioactive	4G8gkOterJn0Ywt6uhqbhp	0.448	0.784	-3.686	1	0.0627	0.000108	0.668	0.236	136.245
2536	Mötley Crüe	Kickstart My Heart	6imjJij6aCM0IbbODUzJQn	0.465	0.977	-3.839	0	0.175	0.00298	0.201	0.233	89.535
2537	Tom Petty and the Heartbreakers	Mary Jane's Last Dance	3dmqIB2Qxe2XZobw9gXxJ6	0.464	0.655	-9.058	0	0.0608	1.34e-06	0.328	0.531	169.515
2538	Billy Joel	Uptown Girl	5zA8vzDGqPl2AzZkEYQGKh	0.701	0.944	-2.986	1	0.0455	0.0	0.601	0.792	128.993
2539	Panic! At The Disco	High Hopes	1rqqCSm0Qe4I9rUvWncaom	0.579	0.904	-2.729	1	0.0618	0.0	0.064	0.681	82.014
2540	Fall Out Boy	Thnks fr th Mmrs	3Zwu2K0Qa5sT6teCCHPShP	0.459	0.891	-5.057	0	0.0623	0.0	0.106	0.588	154.837
2541	Kansas	Carry on Wayward Son	4DMKwE2E2iYDKY01C335Uw	0.482	0.786	-5.735	1	0.032	8.88e-05	0.446	0.793	126.755
2542	Creedence Clearwater Revival	Bad Moon Rising	20OFwXhEXf12DzwXmaV7fj	0.508	0.774	-5.973	1	0.0321	4.87e-06	0.063	0.942	178.946
2543	Red Hot Chili Peppers	Can't Stop	3ZOEytgrvLwQaqXreDs2Jx	0.618	0.938	-3.442	1	0.0456	0.0	0.167	0.875	91.455
2544	Guns N' Roses	Welcome To The Jungle	0G21yYKMZoHa30cYVi1iA8	0.453	0.987	-4.485	1	0.0889	0.283	0.268	0.316	123.544
2545	Soundgarden	Black Hole Sun	2EoOZnxNgtmZaD8uUmz2nD	0.35	0.828	-5.373	1	0.041	0.000161	0.0774	0.147	105.435
2546	Rainbow Kitten Surprise	It's Called: Freefall	474uVhyGgK5MtY9gMcDgGl	0.744	0.516	-6.365	1	0.0513	0.0	0.605	0.281	97.944
2547	Russell Dickerson	She Likes It (feat. Jake Scott)	6VVqPBFZIbcmv14zNfOc13	0.79	0.325	-11.689	1	0.127	0.0	0.155	0.539	126.877
2548	Aerosmith	Dream On	5MxNLUsfh7uzROypsoO5qe	0.307	0.433	-10.057	1	0.029	9.08e-05	0.332	0.224	160.9
2549	Twenty One Pilots	Heathens	6i0V12jOa3mr6uu4WYhUBr	0.732	0.396	-9.348	0	0.0286	3.58e-05	0.105	0.548	90.024
2550	Guns N' Roses	Paradise City	6eN1f9KNmiWEhpE2RhQqB5	0.268	0.98	-5.958	1	0.103	0.00709	0.182	0.395	100.315
2551	Nirvana	Heart-Shaped Box	11LmqTE2naFULdEP94AUBa	0.256	0.641	-10.283	1	0.0552	0.0329	0.0853	0.382	203.006
2552	Blue Öyster Cult	(Don't Fear) The Reaper	5QTxFnGygVM4jFQiBovmRo	0.333	0.927	-8.55	0	0.0733	0.000208	0.297	0.385	141.466
2553	Imagine Dragons	Enemy - From the series Arcane League of Legends	5UlnuulVAVmmesw4VzqHdG	0.722	0.745	-4.164	1	0.256	0.0	0.419	0.52	77.029
2554	Gerry Rafferty	Right Down the Line	2Xb6wJYGi0QXwURw5WWvI5	0.783	0.322	-15.091	1	0.0343	0.00243	0.114	0.77	128.226
2555	Tom Petty and the Heartbreakers	American Girl	7MRyJPksH3G2cXHN8UKYzP	0.55	0.824	-5.988	1	0.0334	0.000127	0.366	0.777	114.512
2556	Tom Petty	I Won't Back Down	7gSQv1OHpkIoAdUiRLdmI6	0.765	0.476	-13.487	1	0.0329	2.76e-06	0.165	0.965	114.02
2557	John Mellencamp	Jack & Diane	43btz2xjMKpcmjkuRsvxyg	0.811	0.41	-8.214	1	0.0391	6.63e-06	0.0799	0.626	103.965
2558	Lynyrd Skynyrd	Free Bird	5EWPGh7jbTNO2wakv8LjUI	0.249	0.834	-8.21	1	0.0577	9.48e-05	0.0924	0.338	118.223
2559	Red Hot Chili Peppers	Californication	48UPSzbZjgc449aqz8bxox	0.592	0.767	-2.788	0	0.027	0.00165	0.127	0.328	96.483
2560	Thomas Rhett	Die A Happy Man	5kNe7PE09d6Kvw5pAsx23n	0.595	0.389	-9.245	1	0.0349	1.39e-06	0.116	0.4	166.052
2561	Imagine Dragons	Whatever It Takes	6Qn5zhYkTa37e91HC1D7lb	0.672	0.655	-5.021	0	0.0311	0.0	0.117	0.556	134.945
2562	The Animals	House Of The Rising Sun	7BY005dacJkbO6EPiOh2wb	0.295	0.584	-6.696	0	0.0345	0.218	0.0996	0.228	117.2
2563	Fall Out Boy	Dance, Dance	0a7BloCiNzLDD9qSQHh5m7	0.622	0.961	-3.198	0	0.154	0.0	0.0854	0.449	114.452
2564	Finger Eleven	Paralyzer	28IEbk5a7twNTbUEvWslUb	0.644	0.939	-3.486	0	0.0456	0.0	0.233	0.861	106.031
2565	Mild High Club	Homage	7DcJ6fEBb7BaKuYKTwiDxK	0.546	0.465	-8.167	1	0.0287	0.00259	0.321	0.415	73.369
2566	Bryan Adams	Summer Of '69	0GONea6G2XdnHWjNZd6zt3	0.508	0.834	-6.205	1	0.0386	0.0	0.0732	0.774	139.131
2567	Elton John	Tiny Dancer	2TVxnKdb3tqe1nhQWwwZCO	0.414	0.428	-11.097	1	0.0278	0.000243	0.148	0.282	145.075
2568	Daryl Hall & John Oates	Rich Girl	0qRR9d89hIS0MHRkQ0ejxX	0.573	0.683	-6.644	1	0.176	0.0	0.0935	0.817	169.519
2569	grandson	Blood // Water	7clyJIrLkEbXUDwj1tC9zz	0.504	0.891	-5.632	0	0.137	0.00199	0.148	0.628	153.988
2570	Elton John	I'm Still Standing	1jDJFeK9x3OZboIAHsY9k2	0.504	0.904	-6.863	1	0.179	0.121	0.14	0.772	176.808
2571	Papa Roach	Last Resort	5W8YXBz9MTIDyrpYaCg2Ky	0.589	0.89	-3.719	0	0.0603	0.00082	0.201	0.692	90.598
2572	Franz Ferdinand	Take Me Out	20I8RduZC2PWMWTDCZuuAN	0.277	0.663	-8.821	0	0.0377	0.00051	0.136	0.527	104.561
2573	David Lee Murphy	Dust On The Bottle	0Xg68XXMRWzKQvD5S6BFvI	0.736	0.614	-11.124	1	0.0389	5.84e-06	0.292	0.858	99.942
2574	Neil Diamond	Sweet Caroline	62AuGbAkt8Ox2IrFFb8GKV	0.529	0.127	-16.066	1	0.0274	0.000109	0.237	0.578	63.05
2575	The Doobie Brothers	Listen to the Music	7Ar4G7Ci11gpt6sfH9Cgz5	0.645	0.598	-13.18	0	0.0335	3.53e-06	0.0721	0.913	105.929
2576	Pink Floyd	Wish You Were Here	6mFkJmJqdDVQ1REhVfGgd1	0.481	0.262	-15.73	1	0.0414	0.0114	0.832	0.375	122.861
2577	Dustin Lynch	Thinking 'Bout You (feat. MacKenzie Porter)	5c37mE38KCxduL41dwsdwg	0.403	0.711	-4.189	1	0.0569	0.0	0.109	0.801	203.803
2578	Weezer	Buddy Holly	3mwvKOyMmG77zZRunnxp9E	0.556	0.92	-4.606	1	0.0367	0.00021	0.117	0.771	121.138
2579	MGMT	Kids	1jJci4qxiYcOHhQR247rEU	0.451	0.931	-3.871	1	0.0719	0.0049	0.361	0.172	122.961
2580	The Rolling Stones	Paint It, Black	63T7DJ1AFDD6Bn8VzG6JE8	0.464	0.795	-9.267	1	0.0926	0.00244	0.399	0.612	158.691
2581	Billy Joel	Piano Man	70C4NyhjD5OZUMzvWZ3njJ	0.331	0.55	-6.483	1	0.0272	3.96e-06	0.192	0.429	177.734
2582	Imagine Dragons	Natural	2FY7b99s15jUprqC0M5NCT	0.704	0.611	-6.112	1	0.0409	0.0	0.0812	0.22	100.0
2583	Radiohead	No Surprises	10nyNJ6zNy2YVYLrcwLccB	0.255	0.393	-10.654	1	0.0278	0.00361	0.113	0.118	76.426
2584	Aerosmith	Sweet Emotion	24NwBd5vZ2CK8VOQVnqdxr	0.38	0.76	-10.961	1	0.0378	0.0294	0.104	0.491	99.437
2585	Red Hot Chili Peppers	Scar Tissue	1G391cbiT3v3Cywg8T7DM1	0.595	0.717	-4.803	1	0.0295	0.00274	0.108	0.547	88.969
2586	Queen	Under Pressure - Remastered 2011	11IzgLRXV7Cgek3tEgGgjw	0.671	0.711	-7.813	1	0.0478	0.0	0.104	0.466	113.809
2587	alt-J	Breezeblocks	3n69hLUdIsSa1WlRmjMZlW	0.615	0.658	-7.299	1	0.0343	0.000911	0.205	0.293	150.093
2588	The J. Geils Band	Centerfold	1ynmMEK1fkyiZ6Z6F3ThEt	0.653	0.677	-12.244	1	0.0396	0.0	0.403	0.888	114.37
2589	The Killers	When You Were Young	70wYA8oYHoMzhRRkARoMhU	0.467	0.988	-3.313	1	0.112	0.0484	0.28	0.321	130.433
2590	The Police	Every Breath You Take	1JSTJqkT5qHq8MDJnJbRE1	0.82	0.452	-9.796	1	0.0348	0.00294	0.0714	0.74	117.401
2591	Rob Zombie	Dragula	6Nm8h73ycDG2saCnZV8poF	0.591	0.963	-6.489	0	0.0531	0.000107	0.0781	0.609	125.03
2592	Led Zeppelin	Immigrant Song - Remaster	78lgmZwycJ3nzsdgmPPGNx	0.564	0.932	-10.068	1	0.0554	0.169	0.349	0.619	112.937
2593	Eric Church	Springsteen	05ZACkzW8YbRq3eFgIfSNB	0.692	0.809	-5.935	1	0.0255	9.77e-05	0.185	0.927	104.023
2594	Bon Jovi	You Give Love A Bad Name	0rmGAIH9LNJewFw7nKzZnc	0.541	0.96	-2.947	0	0.0505	2.25e-06	0.344	0.812	122.803
2595	Lynyrd Skynyrd	Simple Man	1ju7EsSGvRybSNEsRvc7qY	0.422	0.752	-8.682	1	0.0449	0.000119	0.129	0.403	120.471
2596	Don McLean	American Pie	1fDsrQ23eTAVFElUMaf38X	0.531	0.481	-11.709	0	0.06	0.0	0.0842	0.491	138.45
2597	Blind Melon	No Rain	6txWz9UapYHVxEd7dDIHXT	0.389	0.476	-9.342	1	0.0316	5.09e-05	0.255	0.566	148.117
2598	Black Sabbath	Paranoid - 2012 - Remaster	1Y373MqadDRtclJNdnUXVc	0.412	0.658	-12.051	0	0.0708	0.000774	0.176	0.454	163.071
2599	Mumford & Sons	Little Lion Man	6JnufVNLIO5F5Lk4sEVLeI	0.517	0.481	-8.273	1	0.0272	1.79e-05	0.0903	0.461	138.51
2600	Thirty Seconds To Mars	The Kill	0lP4HYLmvowOKdsQ7CVkuq	0.179	0.912	-3.881	0	0.0791	0.000294	0.582	0.289	182.99
2601	Alice In Chains	Man in the Box	6gZVQvQZOFpzIy3HblJ20F	0.355	0.791	-7.565	1	0.0453	0.0	0.0969	0.758	106.392
2602	King Harvest	Dancing in the Moonlight	0q21FNwES2bbtcduB6kjEU	0.657	0.435	-15.707	1	0.0552	0.0	0.167	0.771	135.975
2603	The Smashing Pumpkins	Bullet With Butterfly Wings - Remastered 2012	6GtX0jaNL8IjVQfrDBx81z	0.404	0.72	-9.18	0	0.0623	0.836	0.0466	0.475	121.864
2604	Buffalo Springfield	For What It's Worth	1qRA5BS78u3gME0loMl9AA	0.653	0.519	-10.164	1	0.0497	0.0209	0.101	0.822	98.883
2605	Falling In Reverse	Popular Monster	4GssB27iJeqmfGxS94Tfij	0.461	0.897	-3.982	0	0.092	0.0	0.0965	0.358	165.107
2606	Two Door Cinema Club	What You Know	3UjtIALeg72qmJiKPWBvM3	0.561	0.741	-4.239	0	0.0419	1.4e-05	0.0822	0.776	139.001
2607	Cole Swindell	She Had Me At Heads Carolina	200x8ONbPfFzByUr3fVz46	0.607	0.912	-3.449	1	0.0611	0.0	0.332	0.722	134.944
2608	Incubus	Drive	7nnWIPM5hwE3DaUBkvOIpy	0.645	0.792	-7.34	0	0.036	0.0121	0.119	0.666	90.565
